loan_id,origination_month,original_balance,interest_rate,loan_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage_year
LN0006997,2021-11,261000,4.125,180,740-779,61-70,37-43,VT,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2021
LN0006998,2022-09,143000,3.0,180,780+,71-80,44-50,HI,Purchase,Primary,Multi-Family,ServicerC,2022
LN0006999,2021-06,138000,2.99,360,660-699,<=60,37-43,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2021
LN0007000,2020-04,83000,4.875,360,740-779,<=60,37-43,MT,Refinance,Secondary,Co-op,ServicerD,2020
LN0007001,2022-05,208000,2.75,120,<620,61-70,37-43,KS,Refinance,Primary,Co-op,ServicerD,2022
LN0007002,2019-06,275000,11.125,360,620-659,,37-43,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2019
LN0007003,2019-06,360000,3.625,360,780+,<=60,37-43,NM,Refinance,Primary,Multi-Family,ServicerB,2019
LN0007004,2019-08,210000,3.375,180,740-779,71-80,44-50,NE,Purchase,Primary,PUD,ServicerD,2019
LN0007005,2020-12,152000,3.125,360,660-699,96-100,44-50,ID,Purchase,Primary,Condo,ServicerD,2020
LN0007006,2018-12,207000,2.601,360,660-699,<=60,,VT,Purchase,Primary,Co-op,ServicerD,2018
LN0007007,2019-08,148000,5.5,360,700-739,71-80,<=28,ID,Refinance,Primary,PUD,ServicerC,2019
LN0007008,2021-06,85000,8.5,360,<620,71-80,>50,HI,Purchase,Investment,PUD,ServicerC,2021
LN0007009,2018-06,409000,2.625,360,660-699,<=60,44-50,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2018
LN0007010,2022-09,165000,6.875,360,660-699,91-95,44-50,WY,Cash-Out Refinance,Primary,Multi-Family,ServicerD,2022
LN0007011,2018-06,281000,7.75,120,660-699,>100,<=28,DE,Refinance,Primary,Condo,ServicerB,2018
LN0007012,2021-10,254000,3.625,360,740-779,71-80,44-50,,Refinance,Primary,Single Family,ServicerE,2021
LN0007013,2019-08,152000,3.25,360,660-699,>100,37-43,MT,Refinance,Primary,Multi-Family,ServicerB,2019
LN0007014,2021-04,70000,2.25,180,620-659,<=60,37-43,MS,Other,Primary,Multi-Family,ServicerB,2021
LN0007015,2022-03,123000,2.75,360,700-739,<=60,44-50,NH,Purchase,Primary,Multi-Family,ServicerD,2022
LN0007016,2022-04,124000,2.375,360,780+,81-90,37-43,NE,Refinance,Primary,Single Family,ServicerD,2022
LN0007017,2021-11,113000,2.75,360,660-699,<=60,44-50,ID,Cash-Out Refinance,Primary,PUD,ServicerE,2021
LN0007018,2022-11,463000,2.875,360,<620,<=60,44-50,WY,Purchase,Primary,Multi-Family,ServicerB,2022
LN0007019,2019-10,121000,6.625,180,660-699,71-80,37-43,ID,Refinance,Primary,PUD,ServicerE,2019
LN0007020,2020-05,209000,5.3,360,740-779,<=60,44-50,NH,Refinance,Primary,Co-op,ServicerA,2020
LN0007021,2020-06,146000,7.75,360,700-739,81-90,>50,NH,Purchase,Primary,Co-op,ServicerA,2020
LN0007022,2018-02,161000,2.5,360,740-779,<=60,44-50,NH,Refinance,Primary,Single Family,ServicerC,2018
LN0007023,2021-07,137000,2.75,240,780+,61-70,37-43,DE,Purchase,Primary,PUD,ServicerB,2021
LN0007024,2022-03,388000,8.24,360,,71-80,37-43,MT,Refinance,Investment,PUD,ServicerA,2022
LN0007025,2022-08,183000,3.375,360,740-779,,37-43,NM,Refinance,Primary,Multi-Family,ServicerE,2022
LN0007026,2019-03,145000,3.25,360,700-739,96-100,>50,NE,Purchase,Primary,Co-op,ServicerA,2019
LN0007027,2021-01,325000,5.25,360,<620,61-70,37-43,ID,Refinance,Primary,Co-op,ServicerA,2021
LN0007028,2019-02,125000,2.5,360,780+,91-95,44-50,ND,Purchase,Primary,Multi-Family,ServicerA,2019
LN0007029,2021-05,110000,7.5,360,700-739,<=60,37-43,NH,Purchase,Primary,Multi-Family,ServicerA,2021
LN0007030,2022-12,266000,3.5,180,620-659,61-70,44-50,DE,Purchase,Primary,Single Family,ServicerE,2022
LN0007031,2021-12,173000,2.875,360,740-779,81-90,44-50,ID,Purchase,Primary,Co-op,ServicerE,2021
LN0007032,2018-03,239000,5.5,360,660-699,61-70,37-43,NH,Purchase,Primary,Single Family,ServicerB,2018
LN0007033,2018-07,103000,4.875,360,700-739,>100,>50,DE,Purchase,Primary,Condo,ServicerE,2018
LN0007034,2018-12,240000,4.25,120,700-739,91-95,29-36,NH,Refinance,Primary,Condo,ServicerC,2018
LN0007035,2019-02,314000,2.875,360,700-739,71-80,37-43,ID,Purchase,Primary,PUD,ServicerC,2019
LN0007036,2019-09,294000,7.5,360,780+,81-90,>50,ID,Refinance,Primary,Multi-Family,ServicerB,2019
LN0007037,2022-07,202000,7.0,360,660-699,61-70,37-43,NM,Purchase,Primary,Single Family,ServicerC,2022
LN0007038,2021-06,406000,2.5,360,700-739,81-90,44-50,WV,Cash-Out Refinance,Primary,Co-op,ServicerB,2021
LN0007039,2019-07,266000,2.874,360,700-739,<=60,,NH,Refinance,Primary,Multi-Family,ServicerB,2019
LN0007040,2022-04,166000,6.0,360,740-779,81-90,37-43,ND,Refinance,Primary,Co-op,ServicerE,2022
LN0007041,2020-02,98000,2.875,180,740-779,96-100,44-50,AK,Purchase,Primary,Condo,ServicerB,2020
LN0007042,2020-06,119000,3.74,360,700-739,61-70,29-36,NV,Refinance,Primary,PUD,ServicerD,2020
LN0007043,2022-10,138000,4.74,360,740-779,<=60,29-36,NE,Purchase,Primary,Single Family,ServicerD,2022
LN0007044,2022-02,109000,7.125,360,620-659,71-80,44-50,DE,Purchase,Primary,Condo,ServicerA,2022
LN0007045,2018-02,256000,4.24,360,780+,<=60,29-36,ID,Refinance,Primary,Multi-Family,ServicerA,2018
LN0007046,2020-08,223000,1.875,180,700-739,71-80,44-50,NH,Purchase,Primary,PUD,ServicerE,2020
LN0007047,2021-11,205000,3.125,360,740-779,<=60,37-43,NH,Purchase,Primary,Condo,ServicerE,2021
LN0007048,2021-12,255000,4.5,360,<620,71-80,>50,KS,Purchase,Primary,Condo,ServicerC,2021
LN0007049,2021-05,136000,6.5,360,660-699,71-80,37-43,SD,Purchase,Primary,Single Family,ServicerD,2021
LN0007050,2021-12,129000,6.04,360,700-739,61-70,<=28,NE,Other,Primary,Single Family,ServicerE,2021
LN0007051,2019-12,128000,6.415,120,780+,71-80,29-36,WV,Refinance,Investment,PUD,ServicerC,2019
LN0007052,2019-12,108000,6.125,180,700-739,71-80,44-50,NE,Purchase,Primary,Single Family,ServicerC,2019
LN0007053,2022-09,443000,4.99,360,780+,91-95,44-50,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2022
LN0007054,2018-03,96000,2.625,120,700-739,<=60,29-36,WY,Refinance,Primary,Condo,ServicerB,2018
LN0007055,2018-10,162000,3.125,360,700-739,61-70,37-43,MS,Refinance,Primary,Single Family,ServicerE,2018
LN0007056,2022-06,62000,3.375,360,620-659,<=60,37-43,NH,Refinance,Primary,PUD,ServicerA,2022
LN0007057,2021-07,55000,3.49,180,740-779,96-100,37-43,HI,Refinance,Primary,Condo,ServicerE,2021
LN0007058,2020-08,223000,3.875,360,660-699,81-90,29-36,AK,Purchase,Primary,Condo,ServicerC,2020
LN0007059,2019-09,374000,6.425,240,780+,91-95,<=28,SD,Refinance,Primary,Multi-Family,ServicerE,2019
LN0007060,2022-05,355000,3.99,360,780+,91-95,37-43,ID,Purchase,Primary,Single Family,ServicerC,2022
LN0007061,2018-04,343000,6.875,360,780+,61-70,44-50,NM,Other,Primary,PUD,ServicerE,2018
LN0007062,2020-08,154000,5.0,360,700-739,81-90,37-43,WY,Purchase,Primary,Multi-Family,ServicerD,2020
LN0007063,2020-01,321000,3.25,360,740-779,<=60,44-50,NM,Refinance,Primary,Condo,ServicerA,2020
LN0007064,2022-09,241000,6.25,180,740-779,61-70,44-50,VT,Purchase,Primary,Co-op,ServicerC,2022
LN0007065,2022-10,62000,3.74,360,620-659,71-80,<=28,NH,Refinance,Primary,PUD,ServicerC,2022
LN0007066,2022-07,96000,3.625,180,740-779,96-100,37-43,WV,Refinance,Primary,PUD,ServicerB,2022
LN0007067,2020-06,66000,3.625,180,<620,71-80,29-36,KS,Purchase,Primary,PUD,ServicerD,2020
LN0007068,2021-06,358000,3.5,360,700-739,81-90,37-43,MS,Refinance,Primary,Single Family,ServicerE,2021
LN0007069,2019-03,250000,5.5,180,620-659,71-80,,WY,Refinance,Primary,Multi-Family,ServicerC,2019
LN0007070,2018-12,260000,3.875,360,620-659,91-95,37-43,HI,Cash-Out Refinance,Secondary,Multi-Family,ServicerA,2018
LN0007071,2019-07,206000,3.25,180,660-699,91-95,37-43,,Refinance,Primary,Multi-Family,ServicerC,2019
LN0007072,2022-05,52000,2.5,360,700-739,<=60,>50,HI,Cash-Out Refinance,Primary,Condo,ServicerB,2022
LN0007073,2022-10,281000,2.875,360,740-779,96-100,<=28,NM,Purchase,Primary,Multi-Family,ServicerB,2022
LN0007074,2020-02,53000,3.875,360,<620,71-80,<=28,ID,Purchase,Primary,Co-op,ServicerA,2020
LN0007075,2020-05,47000,4.0,240,700-739,96-100,44-50,ID,Refinance,Primary,PUD,ServicerC,2020
LN0007076,2019-02,138000,5.5,360,620-659,61-70,29-36,NE,Refinance,Primary,Condo,ServicerC,2019
LN0007077,2020-05,181000,4.0,360,700-739,91-95,<=28,NH,Refinance,Primary,PUD,ServicerE,2020
LN0007078,2021-08,67000,2.875,180,740-779,,37-43,NM,Cash-Out Refinance,Primary,Single Family,ServicerC,2021
LN0007079,2019-03,169000,6.75,360,700-739,91-95,37-43,SD,Purchase,Investment,PUD,ServicerD,2019
LN0007080,2020-05,276000,2.875,360,740-779,<=60,29-36,MT,Purchase,Primary,PUD,ServicerA,2020
LN0007081,2022-02,754000,3.375,360,660-699,61-70,44-50,ND,Refinance,Primary,Single Family,ServicerA,2022
LN0007082,2019-11,123000,4.5,180,740-779,<=60,44-50,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2019
LN0007083,2020-03,305000,3.375,360,700-739,61-70,44-50,ID,Refinance,Primary,Condo,ServicerC,2020
LN0007084,2018-04,158000,2.25,360,700-739,71-80,44-50,NM,Purchase,Primary,Multi-Family,ServicerA,2018
LN0007085,2022-09,119000,5.99,180,740-779,91-95,<=28,MT,Cash-Out Refinance,Primary,PUD,ServicerE,2022
LN0007086,2019-01,147000,2.875,360,<620,81-90,37-43,NH,Cash-Out Refinance,Primary,Co-op,ServicerE,2019
LN0007087,2022-01,263000,3.25,360,740-779,96-100,44-50,VT,Cash-Out Refinance,Primary,Single Family,ServicerE,2022
LN0007088,2022-09,195000,8.5,360,740-779,<=60,44-50,KS,Refinance,Primary,Condo,ServicerB,2022
LN0007089,2019-01,158000,3.0,360,660-699,81-90,29-36,NH,Other,Primary,Condo,ServicerB,2019
LN0007090,2021-01,160000,1.99,180,620-659,<=60,29-36,NM,Purchase,Primary,Condo,ServicerB,2021
LN0007091,2020-04,84000,5.374,360,620-659,>100,<=28,NM,Refinance,Primary,Condo,ServicerB,2020
LN0007092,2020-10,108000,6.625,360,780+,<=60,37-43,SD,Purchase,Primary,Co-op,ServicerA,2020
LN0007093,2021-12,382000,6.375,360,740-779,<=60,44-50,MT,Refinance,Primary,Co-op,ServicerC,2021
LN0007094,2021-09,94000,2.687,240,620-659,<=60,44-50,AK,Purchase,Secondary,Multi-Family,ServicerB,2021
LN0007095,2019-08,96000,3.75,180,660-699,61-70,44-50,NH,Purchase,Primary,Multi-Family,ServicerB,2019
LN0007096,2020-02,701000,5.094,360,700-739,<=60,44-50,KS,Purchase,Primary,Single Family,ServicerE,2020
LN0007097,2018-08,209000,5.625,360,780+,96-100,29-36,ID,Cash-Out Refinance,Primary,PUD,ServicerC,2018
LN0007098,2021-08,343000,5.625,180,<620,<=60,>50,WV,Purchase,Primary,Co-op,ServicerE,2021
LN0007099,2020-02,251000,2.375,360,660-699,81-90,29-36,NH,Purchase,Primary,PUD,ServicerA,2020
LN0007100,2019-05,165000,3.375,120,780+,71-80,>50,VT,Refinance,Primary,Single Family,ServicerC,2019
LN0007101,2018-06,192000,3.25,360,<620,<=60,37-43,NM,Purchase,Primary,Multi-Family,ServicerD,2018
LN0007102,2018-12,148000,3.5,360,660-699,61-70,,NE,Purchase,Primary,Co-op,ServicerE,2018
LN0007103,2019-12,180000,3.375,240,780+,91-95,44-50,SD,Purchase,Primary,Condo,ServicerD,2019
LN0007104,2018-06,317000,5.25,360,740-779,71-80,37-43,NM,Refinance,Primary,Co-op,ServicerE,2018
LN0007105,2019-09,81000,5.5,360,660-699,61-70,29-36,WV,Purchase,Investment,Condo,ServicerC,2019
LN0007106,2020-05,183000,5.75,180,<620,96-100,,NM,Refinance,Investment,PUD,ServicerD,2020
LN0007107,2021-11,243000,2.25,360,<620,61-70,37-43,,Other,Primary,Multi-Family,ServicerA,2021
LN0007108,2022-11,314000,3.25,180,660-699,71-80,<=28,RI,Refinance,Primary,Single Family,ServicerD,2022
LN0007109,2018-12,104000,6.0,360,780+,71-80,44-50,MT,Purchase,Primary,Single Family,ServicerB,2018
LN0007110,2020-01,280000,3.5,360,700-739,96-100,29-36,ID,Cash-Out Refinance,Primary,PUD,ServicerB,2020
LN0007111,2021-02,135000,2.5,360,740-779,71-80,29-36,,Refinance,Primary,Multi-Family,ServicerC,2021
LN0007112,2022-06,140000,6.875,180,780+,91-95,29-36,NM,Purchase,Primary,Multi-Family,ServicerA,2022
LN0007113,2019-09,325000,3.44,180,700-739,71-80,37-43,DE,Purchase,Primary,Co-op,ServicerB,2019
LN0007114,2018-11,153000,2.99,360,620-659,61-70,44-50,HI,Purchase,Primary,Single Family,ServicerA,2018
LN0007115,2018-04,147000,2.5,180,700-739,91-95,>50,DE,Refinance,Primary,Multi-Family,ServicerE,2018
LN0007116,2019-10,603000,8.75,360,780+,71-80,>50,ID,Cash-Out Refinance,Primary,Co-op,ServicerD,2019
LN0007117,2021-04,164000,5.764,180,740-779,96-100,37-43,WY,Purchase,Primary,Multi-Family,ServicerB,2021
LN0007118,2019-05,119000,3.74,360,<620,<=60,>50,SD,Cash-Out Refinance,Primary,Co-op,ServicerD,2019
LN0007119,2021-03,86000,4.5,180,740-779,71-80,37-43,DE,Purchase,Primary,Single Family,ServicerA,2021
LN0007120,2021-03,104000,3.5,360,700-739,61-70,<=28,NM,Refinance,Primary,Multi-Family,ServicerC,2021
LN0007121,2021-05,352000,2.875,360,780+,71-80,>50,AK,Purchase,Primary,Condo,ServicerD,2021
LN0007122,2019-04,48000,2.375,360,620-659,71-80,>50,KS,Refinance,Investment,Condo,ServicerD,2019
LN0007123,2018-09,190000,7.25,360,700-739,61-70,37-43,NH,Refinance,Primary,Condo,ServicerD,2018
LN0007124,2019-01,360000,5.25,360,780+,71-80,29-36,RI,Other,Primary,PUD,ServicerD,2019
LN0007125,2021-02,56000,2.25,360,700-739,96-100,37-43,WY,Purchase,Primary,Condo,ServicerE,2021
LN0007126,2021-09,92000,6.75,180,700-739,96-100,29-36,VT,Cash-Out Refinance,Primary,Single Family,ServicerA,2021
LN0007127,2022-04,501000,3.0,360,<620,<=60,44-50,NE,Refinance,Primary,Single Family,ServicerB,2022
LN0007128,2019-01,240000,8.42,360,660-699,<=60,29-36,HI,Purchase,Primary,Co-op,ServicerA,2019
LN0007129,2021-12,82000,6.75,360,660-699,71-80,44-50,DE,Cash-Out Refinance,Secondary,PUD,ServicerE,2021
LN0007130,2020-10,267000,2.25,360,780+,91-95,44-50,NM,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2020
LN0007131,2021-11,88000,3.99,360,660-699,96-100,29-36,WV,Purchase,Primary,PUD,ServicerE,2021
LN0007132,2022-04,420000,6.875,360,700-739,91-95,44-50,ID,Refinance,Primary,Condo,ServicerB,2022
LN0007133,2020-08,220000,2.875,180,740-779,71-80,37-43,WY,Cash-Out Refinance,Primary,Condo,ServicerE,2020
LN0007134,2022-11,171000,4.25,360,620-659,96-100,29-36,,Refinance,Primary,Multi-Family,ServicerC,2022
LN0007135,2019-05,72000,3.25,360,700-739,71-80,44-50,NE,Other,Primary,PUD,ServicerC,2019
LN0007136,2019-05,123000,3.125,360,740-779,71-80,37-43,NM,Refinance,Primary,PUD,ServicerC,2019
LN0007137,2021-08,108000,2.99,120,780+,91-95,37-43,ID,Refinance,Primary,Multi-Family,ServicerE,2021
LN0007138,2021-10,71000,3.875,360,740-779,96-100,37-43,VT,Cash-Out Refinance,Primary,PUD,ServicerE,2021
LN0007139,2020-09,184000,3.125,360,740-779,81-90,<=28,MS,Purchase,Primary,Multi-Family,ServicerA,2020
LN0007140,2021-05,153000,3.125,360,620-659,81-90,37-43,HI,Refinance,Primary,PUD,ServicerB,2021
LN0007141,2018-04,113000,3.29,240,780+,71-80,37-43,ID,Refinance,Primary,PUD,ServicerB,2018
LN0007142,2018-05,153000,2.75,180,620-659,81-90,44-50,MT,Purchase,Primary,Multi-Family,ServicerB,2018
LN0007143,2021-08,118000,4.125,360,740-779,<=60,44-50,ID,Purchase,Primary,Single Family,ServicerB,2021
LN0007144,2020-04,306000,2.75,180,660-699,<=60,>50,NE,Purchase,Primary,PUD,ServicerB,2020
LN0007145,2021-02,148000,3.125,360,780+,<=60,<=28,KS,Cash-Out Refinance,Primary,Single Family,ServicerB,2021
LN0007146,2019-08,165000,3.12,360,740-779,71-80,37-43,ND,Purchase,Primary,Co-op,ServicerD,2019
LN0007147,2020-11,358000,8.5,360,740-779,71-80,>50,MT,Refinance,Investment,Co-op,ServicerE,2020
LN0007148,2018-06,106000,2.375,360,660-699,96-100,37-43,ID,Purchase,Primary,Single Family,ServicerB,2018
LN0007149,2021-12,177000,5.0,360,700-739,<=60,44-50,NM,Purchase,Primary,Condo,ServicerD,2021
LN0007150,2019-08,143000,2.875,360,740-779,<=60,44-50,MT,Purchase,Primary,PUD,ServicerE,2019
LN0007151,2021-10,230000,3.099,360,740-779,71-80,37-43,AK,Cash-Out Refinance,Primary,Single Family,ServicerC,2021
LN0007152,2021-11,330000,3.073,180,620-659,61-70,37-43,NE,Refinance,Primary,PUD,ServicerA,2021
LN0007153,2019-01,131000,6.9,180,780+,61-70,44-50,NE,Purchase,Primary,PUD,ServicerD,2019
LN0007154,2020-05,157000,12.24,360,780+,<=60,44-50,ID,Cash-Out Refinance,Primary,PUD,ServicerA,2020
LN0007155,2022-04,129000,3.25,360,660-699,<=60,37-43,NH,Refinance,Primary,Multi-Family,ServicerC,2022
LN0007156,2021-01,170000,5.0,360,780+,91-95,44-50,,Purchase,Primary,Condo,ServicerA,2021
LN0007157,2022-06,422000,2.25,360,700-739,<=60,37-43,NV,Purchase,Primary,Single Family,ServicerD,2022
LN0007158,2020-11,77000,6.0,360,700-739,91-95,,MT,Refinance,Primary,Co-op,ServicerB,2020
LN0007159,2020-07,97000,5.0,360,660-699,71-80,44-50,RI,Cash-Out Refinance,Primary,Co-op,ServicerD,2020
LN0007160,2021-08,125000,3.875,360,700-739,96-100,44-50,ND,Purchase,Primary,Condo,ServicerE,2021
LN0007161,2021-07,300000,3.125,360,740-779,91-95,37-43,NM,Purchase,Primary,PUD,ServicerD,2021
LN0007162,2020-01,433000,4.375,240,700-739,<=60,>50,SD,Purchase,Primary,Condo,ServicerA,2020
LN0007163,2020-08,213000,2.25,360,740-779,<=60,37-43,MT,Purchase,Primary,Multi-Family,ServicerA,2020
LN0007164,2019-06,72000,2.875,360,740-779,81-90,44-50,HI,Purchase,Primary,Condo,ServicerA,2019
LN0007165,2018-05,117000,3.375,360,740-779,71-80,,DE,Purchase,Primary,PUD,ServicerD,2018
LN0007166,2021-07,96000,7.19,240,<620,71-80,44-50,DE,Purchase,Primary,Co-op,ServicerB,2021
LN0007167,2019-10,149000,2.625,360,780+,96-100,37-43,NM,Cash-Out Refinance,Primary,Single Family,ServicerB,2019
LN0007168,2019-09,503000,8.5,360,700-739,<=60,29-36,MT,Refinance,Primary,Co-op,ServicerA,2019
LN0007169,2019-11,104000,3.875,360,660-699,61-70,37-43,HI,Refinance,Primary,Single Family,ServicerB,2019
LN0007170,2018-10,254000,4.25,360,660-699,96-100,29-36,NH,Refinance,Primary,Co-op,ServicerA,2018
LN0007171,2022-06,228000,4.0,180,700-739,91-95,44-50,MS,Purchase,Primary,Condo,ServicerC,2022
LN0007172,2019-10,157000,3.25,360,780+,<=60,29-36,MT,Cash-Out Refinance,Primary,Single Family,ServicerB,2019
LN0007173,2022-01,110000,5.625,360,,<=60,29-36,NE,Cash-Out Refinance,Primary,Condo,ServicerD,2022
LN0007174,2018-07,56000,6.5,360,740-779,<=60,29-36,AK,Purchase,Primary,Multi-Family,ServicerB,2018
LN0007175,2018-12,238000,5.656,120,,61-70,37-43,ID,Refinance,Primary,Condo,ServicerB,2018
LN0007176,2020-06,96000,3.375,360,700-739,>100,37-43,MT,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2020
LN0007177,2022-02,140000,2.5,360,780+,<=60,37-43,ID,Purchase,Primary,PUD,ServicerA,2022
LN0007178,2018-09,59000,3.64,180,740-779,71-80,44-50,ND,Refinance,Primary,Co-op,ServicerA,2018
LN0007179,2019-06,165000,2.625,360,660-699,<=60,<=28,NH,Purchase,Primary,Single Family,ServicerC,2019
LN0007180,2022-04,225000,2.375,180,700-739,<=60,37-43,HI,Purchase,Primary,Co-op,ServicerD,2022
LN0007181,2019-09,68000,5.75,360,660-699,96-100,44-50,ID,Refinance,Primary,Single Family,ServicerB,2019
LN0007182,2021-12,189000,5.2,240,700-739,81-90,44-50,WV,Purchase,Primary,Single Family,ServicerD,2021
LN0007183,2019-05,184000,3.0,360,740-779,71-80,>50,NM,Cash-Out Refinance,Primary,Single Family,ServicerE,2019
LN0007184,2019-06,96000,3.0,120,740-779,<=60,,NH,Refinance,Secondary,PUD,ServicerD,2019
LN0007185,2020-07,240000,3.5,120,660-699,61-70,37-43,WV,Purchase,Primary,PUD,ServicerD,2020
LN0007186,2019-09,63000,7.5,240,780+,81-90,29-36,NE,Refinance,Primary,Co-op,ServicerB,2019
LN0007187,2019-01,112000,8.0,180,700-739,<=60,29-36,NM,Other,Primary,Condo,ServicerD,2019
LN0007188,2018-01,227000,7.5,240,660-699,96-100,44-50,NV,Purchase,Primary,Condo,ServicerB,2018
LN0007189,2022-02,203000,4.75,360,,71-80,37-43,MT,Purchase,Primary,Co-op,ServicerA,2022
LN0007190,2022-07,372000,4.875,360,740-779,91-95,37-43,SD,Refinance,Primary,Multi-Family,ServicerB,2022
LN0007191,2021-01,307000,2.375,360,700-739,>100,37-43,ND,Purchase,Primary,PUD,ServicerE,2021
LN0007192,2019-05,377000,5.25,360,700-739,71-80,<=28,ID,Purchase,Primary,PUD,ServicerC,2019
LN0007193,2020-01,155000,6.75,360,700-739,81-90,<=28,ID,Purchase,Primary,PUD,ServicerD,2020
LN0007194,2019-11,83000,2.625,360,620-659,61-70,29-36,ID,Refinance,Primary,Single Family,ServicerD,2019
LN0007195,2019-01,45000,3.25,360,740-779,61-70,37-43,NV,Purchase,Primary,Multi-Family,ServicerB,2019
LN0007196,2020-12,108000,2.5,360,700-739,61-70,29-36,ID,Refinance,Primary,Co-op,ServicerD,2020
LN0007197,2018-07,168000,6.125,360,620-659,<=60,44-50,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2018
LN0007198,2021-03,129000,7.25,360,740-779,<=60,44-50,KS,Purchase,Primary,Single Family,ServicerD,2021
LN0007199,2020-02,109000,4.5,120,780+,71-80,37-43,NE,Purchase,Primary,PUD,ServicerB,2020
LN0007200,2018-02,228000,4.5,360,780+,81-90,44-50,NM,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2018
LN0007201,2022-12,147000,3.5,180,660-699,81-90,37-43,RI,Refinance,Primary,Co-op,ServicerA,2022
LN0007202,2021-01,212000,3.25,180,620-659,81-90,29-36,SD,Purchase,Primary,Co-op,ServicerC,2021
LN0007203,2018-12,303000,5.375,360,700-739,<=60,37-43,,Cash-Out Refinance,Primary,Co-op,ServicerB,2018
LN0007204,2022-10,152000,6.375,360,620-659,<=60,37-43,NE,Other,Primary,Condo,ServicerC,2022
LN0007205,2019-02,176000,5.99,360,780+,,44-50,NM,Refinance,Primary,Single Family,ServicerA,2019
LN0007206,2022-07,161000,6.5,120,620-659,>100,>50,NE,Refinance,Primary,Co-op,ServicerD,2022
LN0007207,2019-10,226000,2.875,360,660-699,81-90,37-43,KS,Purchase,Primary,Condo,ServicerA,2019
LN0007208,2020-06,403000,3.625,360,700-739,71-80,44-50,NE,Refinance,Primary,PUD,ServicerE,2020
LN0007209,2021-09,58000,3.25,360,700-739,71-80,<=28,NM,Purchase,Primary,Condo,ServicerC,2021
LN0007210,2018-05,79000,2.625,360,740-779,71-80,44-50,NH,Cash-Out Refinance,Primary,Single Family,ServicerD,2018
LN0007211,2020-08,165000,5.5,240,700-739,71-80,37-43,ID,Refinance,Primary,PUD,ServicerB,2020
LN0007212,2019-02,332000,4.65,360,620-659,,37-43,NM,Cash-Out Refinance,Investment,Multi-Family,ServicerE,2019
LN0007213,2020-11,109000,2.875,360,660-699,71-80,37-43,NE,Refinance,Primary,Single Family,ServicerE,2020
LN0007214,2022-08,273000,2.875,360,700-739,71-80,<=28,AK,Refinance,Primary,Condo,ServicerB,2022
LN0007215,2021-05,432000,4.3,360,620-659,<=60,44-50,ND,Refinance,Primary,Single Family,ServicerE,2021
LN0007216,2021-02,265000,4.625,360,740-779,71-80,29-36,NE,Refinance,Primary,Single Family,ServicerE,2021
LN0007217,2019-07,113000,3.375,360,700-739,91-95,44-50,NE,Refinance,Primary,Multi-Family,ServicerA,2019
LN0007218,2022-05,113000,4.875,360,740-779,71-80,44-50,ID,Refinance,Primary,Condo,ServicerB,2022
LN0007219,2021-05,343000,3.5,180,780+,71-80,44-50,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2021
LN0007220,2022-09,157000,2.875,360,780+,71-80,29-36,ID,Cash-Out Refinance,Investment,Co-op,ServicerB,2022
LN0007221,2019-07,221000,3.125,360,780+,96-100,37-43,WV,Refinance,Primary,Condo,ServicerA,2019
LN0007222,2018-08,134000,3.0,360,660-699,96-100,44-50,WV,Refinance,Primary,PUD,ServicerD,2018
LN0007223,2021-06,117000,4.0,180,620-659,91-95,>50,NM,Refinance,Primary,Multi-Family,ServicerB,2021
LN0007224,2022-12,85000,3.0,240,660-699,<=60,44-50,HI,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2022
LN0007225,2018-08,382000,4.0,360,780+,81-90,44-50,NH,Refinance,Primary,Condo,ServicerB,2018
LN0007226,2019-10,94000,6.625,360,780+,,37-43,NE,Refinance,Primary,Co-op,ServicerA,2019
LN0007227,2018-07,295000,3.875,360,780+,<=60,<=28,NM,Purchase,Primary,Multi-Family,ServicerA,2018
LN0007228,2019-08,290000,3.0,360,620-659,61-70,44-50,,Purchase,Primary,Single Family,ServicerD,2019
LN0007229,2020-08,333000,2.75,240,780+,91-95,>50,SD,Refinance,Primary,Co-op,ServicerB,2020
LN0007230,2022-02,354000,2.25,360,700-739,81-90,44-50,MS,Purchase,Primary,PUD,ServicerC,2022
LN0007231,2020-06,133000,5.625,360,<620,<=60,37-43,NH,Other,Primary,Single Family,ServicerD,2020
LN0007232,2019-11,281000,4.875,360,700-739,96-100,<=28,,Cash-Out Refinance,Primary,PUD,ServicerC,2019
LN0007233,2018-02,349000,4.0,360,<620,,37-43,MS,Purchase,Primary,Co-op,ServicerA,2018
LN0007234,2022-03,75000,3.375,360,700-739,>100,44-50,KS,Cash-Out Refinance,Primary,PUD,ServicerD,2022
